LATC,LONC,SCC,ANNCO,ANNNOX,ANNPM10,ANNPM25,ANNSO2,ANNVOC,Capa,STKHGT,STKDIAM,STKTEMP,STKFLOW,STKVEL,F,H efectiva
19.283333,-99.66666,10300403,0.285719,3.142909,1.89537,1.234502,34.09199,0.09171581,5,39.3,1.476,314,46.58,27.2,0.3,69.2
19.283333,-99.66666,10300403,0.2407447,2.648192,1.597024,1.040182,28.72566,0.07727906,5,39.3,1.476,314,46.58,27.2,0.3,69.2
19.283333,-99.66666,10300403,0.2791052,3.070157,1.851495,1.205925,33.30283,0.08959275,5,39.3,1.476,314,46.58,27.2,0.3,69.2
19.283333,-99.66666,30203201,,,0.9005881,0.2573109,,,5,40.2,1.2136,316,28.34,24.5,0.2,62
19.294444,-99.63055,30801001,1.56E-05,1.86E-05,1.42E-06,1.42E-06,1.12E-07,180.1055,4,29.3,0.6888,110,7.57,20.3,0.4,70
19.292613,-99.66698,30899901,0.000303709,0.000361558,2.75E-05,2.75E-05,2.17E-06,4.437904,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
19.283333,-99.66666,30299901,7.943051,87.37357,52.69169,34.31941,947.7649,2.549719,3,49.1,1.8532,157,97.23,36,3.9,144.4
19.283333,-99.66666,30105001,,,,,,2.617989,7,36.2,0.1968,103,,2.2,0,23.8
19.283333,-99.66666,10300403,0.06238199,0.6862018,0.4138224,0.2695329,7.443419,0.02002462,5,39.3,1.476,314,46.58,27.2,0.3,69.2
19.283333,-99.66666,10300403,0.285719,3.142909,1.89537,1.234502,34.09199,0.09171581,5,39.3,1.476,314,46.58,27.2,0.3,69.2
19.292613,-99.66698,31400901,1.597579,22.58591,64.43987,45.34811,0.4117132,142.3083,7,20.9,1.7056,291,37.7,16.5,0,24.9
19.65,-99.16666,31301001,0.01603201,0.1158749,0.002507978,0.002507978,0.002865127,2.406345,3,29.9,2.0008,109,200.27,63.7,11.1,191.5
19.622395,-99.14262,30200701,5.293738,21.17495,6.82551,4.281508,224.9839,1.455051,3,63.8,2.6896,138,249.9,44,11.6,204.7
19.622395,-99.14262,30800101,20.74109,24.69177,1.876574,1.876574,0.1481506,185.0251,3,35.3,2.0992,113,121.13,35,6.5,163.9
19.622395,-99.14262,30199901,25.49473,30.35087,2.306666,2.306666,0.1821052,296.3927,4,46.1,2.0992,202,85.48,24.7,2.3,122.1
19.622395,-99.14262,30900199,1.93781,2.306916,0.1753257,0.1753257,0.0138415,24.65889,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
19.616666,-99.17444,30800101,3.145555,12.58222,0.6291109,0.1572777,26.80013,0.3496808,3,35.3,2.0992,113,121.13,35,6.5,163.9
19.622395,-99.14262,30499901,0.07348005,0.5310935,0.0114949,0.0114949,0.01313183,33.99694,4,41.3,2.0992,242,124.87,36.1,1.8,112.7
19.628333,-99.16805,33000101,0.1587328,0.6349311,1.137585,0.788663,6.746143,0.00798955,4,36.6,2.9356,247,239.21,35.3,3.1,131
19.651388,-99.15222,33000101,0.396832,1.587328,2.843962,1.971657,16.86536,0.01997388,4,36.6,2.9356,247,239.21,35.3,3.1,131
19.633888,-99.17555,31299901,,,,,,1.409079,4,30.5,1.9024,163,65.36,23,2.5,120.9
19.622395,-99.14262,30900199,0.006412805,0.04634997,21.42893,11.57178,0.001146051,0.001777807,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
19.650555,-99.16611,30900199,0.6349311,2.539725,0.1269862,0.03174656,5.409614,0.07058318,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
19.622395,-99.14262,30500801,12.82561,92.69995,2.006382,2.006382,2.292101,3.555614,3,32.2,1.8532,141,117.31,43.5,5.3,152.9
19.622395,-99.14262,30105001,,,,,,8.454725,7,36.2,0.1968,103,,2.2,0,23.8
19.622395,-99.14262,10100601,84.55801,276.4619,7.650486,7.650486,0.6039858,5.536536,3,131,9.0856,305,1577.88,24.3,7.2,198.2
19.622395,-99.14262,10100601,84.55801,276.4619,7.650486,7.650486,0.6039858,5.536536,3,131,9.0856,305,1665.07,25.7,7.6,201.1
19.622395,-99.14262,10100601,169.116,552.9237,15.30097,15.30097,1.207972,11.07307,3,177,9.02,305,3927.77,61.5,18,268.4
19.622395,-99.14262,10100601,169.116,552.9237,15.30097,15.30097,1.207972,11.07307,3,177,9.02,305,3927.77,61.5,18,268.4
19.622395,-99.14262,30599901,0.9755452,3.902181,1.175103,0.7653738,41.46067,0.04910244,3,55.8,2.296,211,223.94,54.1,5.4,160.6
19.622395,-99.14262,30400201,9.742384,11.59808,0.8814538,0.8814538,0.06958845,0.6378942,4,44.3,3.362,269,395.42,44.5,2.5,125.1
19.622395,-99.14262,30400701,10.37054,12.34588,0.9382871,0.9382871,0.0740753,0.9700337,3,39.3,2.6896,158,190.83,33.6,7.7,173.6
19.622395,-99.14262,30801001,0.06412805,0.4634997,0.01003191,0.01003191,0.01146051,2.146906,4,29.3,0.6888,110,7.57,20.3,0.4,70
19.622395,-99.14262,31499901,2.133369,2.539725,0.1930191,0.1930191,0.01523835,0.1396849,4,29.8,1.804,141,37.06,14.5,1.7,106.5
19.622395,-99.14262,30500101,1.326608,5.731477,0.2595848,0.07416636,10.20427,0.1693425,4,36.1,2.7388,266,259.42,44,1.9,112.4
19.622395,-99.14262,10100201,63.15581,126.3116,17.07546,17.07546,0.2339104,19.64847,2,32.8,13.612,710,3484.42,23.9,446.2,635.8
19.622395,-99.14262,30199901,1.828745,13.21766,0.5431916,0.3390964,0.3268203,0.5069788,4,46.1,2.0992,202,85.48,24.7,2.3,122.1
19.622395,-99.14262,30200701,0.6349311,2.539725,5.158815,1.753571,26.98457,0.0319582,3,63.8,2.6896,138,249.9,44,11.6,204.7
19.622395,-99.14262,30801001,0.006412805,0.04634997,0.001003191,0.001003191,0.001146051,16.94925,4,29.3,0.6888,110,7.57,20.3,0.4,70
19.65,-99.16472,31301001,0.009619207,0.06952496,0.001504787,0.001504787,0.001719076,1.761349,3,29.9,2.0008,109,200.27,63.7,11.1,191.5
19.645833,-99.15833,31301001,0.01282561,0.09269994,0.002006382,0.001404468,0.002292102,1.937484,3,29.9,2.0008,109,200.27,63.7,11.1,191.5
19.622395,-99.14262,30899901,0.04761983,0.1904793,0.009523967,0.002380992,0.405721,266.3202,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
19.622395,-99.14262,31499901,0.01603201,0.1158749,0.002507978,0.002507978,0.002865127,10.82416,4,29.8,1.804,141,37.06,14.5,1.7,106.5
19.622395,-99.14262,30900199,0.1269862,1.396849,0.8423865,0.5486674,15.152,0.04076258,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
19.652777,-99.16805,31499901,1.177284,8.509083,2.910101,2.491393,0.2103958,2.289754,4,29.8,1.804,141,37.06,14.5,1.7,106.5
19.622222,-99.15,30501101,,,5.820202,3.608525,,,3,32.8,1.968,80.6,89.8,29.5,5.7,156.6
19.622395,-99.14262,31299901,0.003206402,0.02317499,0.000501596,0.000501596,0.000573025,7.573802,4,30.5,1.9024,163,65.36,23,2.5,120.9
19.655833,-99.14777,31499901,,,,,,22.193,4,29.8,1.804,141,37.06,14.5,1.7,106.5
19.622395,-99.14262,30299901,0.07936639,0.8730303,1.137585,0.5175152,9.469998,0.02547661,3,49.1,1.8532,157,97.23,36,3.9,144.4
19.62,-99.175,30900199,,,,,,4.931777,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
19.622395,-99.14262,30199901,,,1.851882,1.000017,,,4,46.1,2.0992,202,85.48,24.7,2.3,122.1
19.622395,-99.14262,30501101,0.2380992,2.619091,1.579475,1.028751,28.40999,0.07642984,3,32.8,1.968,80.6,89.8,29.5,5.7,156.6
19.644722,-99.15805,30101401,,,,,,118.4676,4,27.9,2.6896,127,81.25,14.3,4,138.9
19.622395,-99.14262,31299901,1.723252,2.051491,0.1559133,0.1559133,0.01230894,0.112832,4,30.5,1.9024,163,65.36,23,2.5,120.9
19.622395,-99.14262,31400901,0.00834199,0.06029359,0.001304985,0.000913489,0.001490821,6.786929,7,20.9,1.7056,291,37.7,16.5,0,24.9
19.622395,-99.14262,36000101,0.09725045,0.380777,0.01912946,0.004981014,0.8036528,7.390458,3,39.9,2.0008,170,154.69,49.2,5.7,158.1
19.65,-99.16666,30801001,,,,,,3.306933,4,29.3,0.6888,110,7.57,20.3,0.4,70
19.622395,-99.14262,30900199,0.8307016,3.322806,0.4177759,0.2292632,7.077578,0.09234633,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
19.622395,-99.14262,30203001,6.231445,24.92578,1.246289,0.3115723,53.09191,0.692729,3,58.4,3.2964,205,392.46,46,10.2,195.2
19.622395,-99.14262,31400901,0.08454726,0.4096188,2.141031,1.49685,0.5358334,9.149072,7,20.9,1.7056,291,37.7,16.5,0,24.9
19.622395,-99.14262,30900199,0.6422725,5.667975,1.861852,1.215491,32.51324,0.1899589,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
19.622395,-99.14262,30701201,0.2853698,2.062574,0.04464201,0.04464201,0.05099926,0.07911242,4,48.4,2.5912,99.6,61.92,11.7,3.6,140.2
19.622395,-99.14262,33000101,0.2572794,2.830073,1.70671,1.111623,30.69858,0.08258668,4,36.6,2.9356,247,239.21,35.3,3.1,131
19.431714,-99.47289,10300403,0.07936639,0.8730303,0.5264916,0.3429171,9.469998,0.02547661,5,39.3,1.476,314,46.58,27.2,0.3,69.2
19.283333,-99.73333,30599901,2.153018,8.612074,0.4306037,0.1076509,18.34372,0.2393439,3,55.8,2.296,211,223.94,54.1,5.4,160.6
19.290277,-99.825,30299901,1.017075,6.842794,2.756377,1.745646,52.62437,0.1962793,4,39.3,1.8532,314,66.35,24.6,0.5,76.3
19.666666,-99.19694,30102001,0.003206402,0.02317499,0.000501596,0.000501596,0.000573025,2.824876,4,33.9,1.6564,159,33.71,15.6,1.3,100.8
19.652134,-99.22459,30199901,25.25968,30.07104,2.285399,2.285399,0.1804263,11.82725,4,46.1,2.0992,202,85.48,24.7,2.3,122.1
19.652134,-99.22459,31400901,2.271565,3.595888,3.720728,3.676641,0.04156472,92.72617,3,24.6,1.9352,965,131.69,44.8,27.1,253.5
19.652134,-99.22459,31400901,2.271565,3.595888,3.720728,3.676641,0.04156472,92.72617,5,27.5,1.7384,280,109.54,46.1,0.3,65.2
19.652134,-99.22459,31400901,2.271565,3.595888,3.720728,3.643518,0.04156472,92.72617,4,36,1.4104,359,35.36,22.6,0.7,85.2
19.652134,-99.22459,31400901,,,22.54987,22.08193,,324.5416,4,17.7,2.46,69.8,49.42,10.4,3.3,127.5
19.652134,-99.22459,31400901,,,22.54987,22.08193,,324.5416,3,18,2.46,70.7,142.18,29.9,9.5,179
19.711111,-99.19722,30199901,0.3333389,1.333355,0.06666777,0.01666694,2.840047,2.485891,4,46.1,2.0992,202,85.48,24.7,2.3,122.1
19.652134,-99.22459,30106001,0.2267461,1.638858,0.03547117,0.03547117,0.04052244,0.0628603,4,47.2,1.5088,139,29.85,16.7,1.4,105.4
19.666944,-99.22805,30701201,0.09523967,0.3809587,0.682551,0.5289845,4.047686,0.00479373,4,48.4,2.5912,99.6,61.92,11.7,3.6,140.2
19.652134,-99.22459,30900199,0.01600027,0.01904793,0.001447643,0.001447643,0.000114288,8.278341,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
19.652134,-99.22459,30501401,,,,,,1.361927,3,78.2,3.4112,332,405.58,44.4,5.2,165.7
19.668888,-99.19166,30102001,0.003206402,0.02317499,0.000501596,0.000501596,0.000573025,34.91547,4,33.9,1.6564,159,33.71,15.6,1.3,100.8
19.6675,-99.23333,30199901,0.1346689,0.9733495,3.43921,1.860544,0.02406706,7.231682,4,46.1,2.0992,202,85.48,24.7,2.3,122.1
19.652134,-99.22459,30400701,0.49604,1.98416,0.09920799,0.024802,4.226261,0.05514311,3,39.3,2.6896,158,190.83,33.6,7.7,173.6
19.652134,-99.22459,30801001,0.01923841,0.1390499,0.003009574,0.003009574,0.003438152,64.85915,4,29.3,0.6888,110,7.57,20.3,0.4,70
19.652134,-99.22459,33000101,0.3254022,1.301609,0.5621786,0.3651109,2.772427,3.43921,4,36.6,2.9356,247,239.21,35.3,3.1,131
19.652134,-99.22459,30501101,,,2.645546,1.640239,,,3,32.8,1.968,80.6,89.8,29.5,5.7,156.6
19.665277,-99.2,30501101,,,6.349311,3.936573,,,3,32.8,1.968,80.6,89.8,29.5,5.7,156.6
19.652134,-99.22459,30900199,0.3206402,2.317499,0.05015956,0.05015956,0.05730253,0.08889036,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
19.681944,-99.18888,31299901,,,,,,1.409079,4,30.5,1.9024,163,65.36,23,2.5,120.9
19.666666,-99.20138,30900199,0.001777807,0.002116437,15.22292,13.19321,1.27E-05,504.6265,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
19.652777,-99.19166,30501101,,,1.719605,1.066155,,,3,32.8,1.968,80.6,89.8,29.5,5.7,156.6
19.671388,-99.18805,30501701,0.1935384,1.398842,0.03027631,0.03027631,0.03458781,0.05365422,3,48.5,4.7888,196,886.15,49.2,25.4,255.5
19.652134,-99.22459,30299901,0.6904876,2.76195,1.267658,0.8476405,29.34572,0.03475454,4,39.3,1.8532,314,66.35,24.6,0.5,76.3
19.655555,-99.19444,30101401,,,,,,2.16053,4,27.9,2.6896,127,81.25,14.3,4,138.9
19.669722,-99.20361,30201801,0.1544417,1.116262,0.02416019,0.02416019,0.02760072,0.04281553,3,44.4,1.9024,170,133.88,47.1,4.9,152.6
19.652134,-99.22459,30299901,0.4629706,1.851882,0.09259412,0.02314853,3.94451,0.0514669,3,49.1,1.8532,157,97.23,36,3.9,144.4
19.636111,-99.22222,30701201,0.5496057,2.198423,0.662033,0.4311986,23.35824,0.02766348,4,48.4,2.5912,99.6,61.92,11.7,3.6,140.2
19.652134,-99.22459,30899901,0.003340002,0.02414061,0.000522495,0.000522495,0.000596901,9.237367,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
19.652134,-99.22459,33000101,5.492265,21.63565,6.612729,4.158205,45.78387,0.6051347,4,36.6,2.9356,247,239.21,35.3,3.1,131
19.652134,-99.22459,30999901,0.005413476,0.0391271,0.000846861,0.000846861,0.000967458,24.88688,4,33.8,1.7056,156,81.31,35.6,3.3,132.5
19.691666,-99.24722,30101801,0.006412805,0.04634997,0.001003191,0.001003191,0.001146051,33.1024,4,53.7,1.7056,191,68.95,30.2,2.1,120.9
19.652134,-99.22459,30299901,0.6092357,4.403387,0.09530617,0.06671432,0.1088783,0.168897,4,39.3,1.8532,314,66.35,24.6,0.5,76.3
19.670555,-99.22166,31299901,2.087498,2.485117,0.1888689,0.1888689,0.0149107,0.1366814,4,30.5,1.9024,163,65.36,23,2.5,120.9
19.691666,-99.24722,30800801,0.4250467,1.700187,0.08500934,0.02125234,3.621398,20.34756,4,25.5,1.7056,128,81.09,35.5,4,137.8
19.652134,-99.22459,30299901,1.01589,4.06356,0.203178,0.05079449,8.655381,0.1129331,3,49.1,1.8532,157,97.23,36,3.9,144.4
19.652134,-99.22459,32099901,0.39071,2.823943,0.06112096,0.04278468,0.0698249,0.1083156,4,24,1.7056,113,49.54,21.7,2.7,121
19.652134,-99.22459,30203001,3.207725,12.8309,3.863897,2.516653,136.3283,0.1614555,3,58.4,3.2964,205,392.46,46,10.2,195.2
19.652134,-99.22459,30102001,0.0004008,0.002896873,6.27E-05,6.27E-05,7.16E-05,13.69408,4,33.9,1.6564,159,33.71,15.6,1.3,100.8
19.652134,-99.22459,31400901,,,,,,1.580714,7,20.9,1.7056,291,37.7,16.5,0,24.9
19.652134,-99.22459,30700801,0.2182576,2.400833,1.447852,0.9430221,26.04249,0.07006069,3,47.4,2.8864,136,209.04,31.9,9.8,189.8
19.652134,-99.22459,33000101,0.2380992,2.619091,1.579475,1.028751,28.40999,0.07642984,4,36.6,2.9356,247,239.21,35.3,3.1,131
19.65,-99.21666,33000101,0.7607745,3.705458,0.7013132,0.4583454,23.64818,0.08485325,4,36.6,2.9356,247,239.21,35.3,3.1,131
18.937273,-102.424,30299901,0.246867,2.369852,1.319853,0.8556886,23.98458,0.05595708,3,49.1,1.8532,157,97.23,36,3.9,144.4
19.611254,-100.678,30299901,0.3069131,3.376044,2.035964,1.326074,36.62087,0.07856975,3,49.1,1.8532,157,97.23,36,3.9,144.4
19.611254,-100.678,30700701,0.4331262,4.764389,2.873223,1.871402,51.68062,0.1108803,3,48.2,3.4112,176,370.96,40.6,12.9,206.7
19.611254,-100.678,30113201,0.1897135,2.086848,1.258499,0.8196919,22.63661,7.336151,3,77.7,6.4944,257,418.86,12.6,4.2,156
19.765307,-100.9412,30700701,35.15931,4.629706,15.33632,1.028751,28.80683,1.01335,3,48.2,3.4112,176,370.96,40.6,12.9,206.7
19.936021,-102.3145,30299901,0.3634981,1.453992,0.07269961,0.0181749,3.097004,0.04042099,3,49.1,1.8532,157,97.23,36,3.9,144.4
20.044996,-102.9672,30203001,0.1807437,1.297799,0.02807454,0.01962996,0.03208942,0.0497786,3,58.4,3.2964,205,392.46,46,10.2,195.2
18.087418,-102.3797,30299901,0.04335292,0.4251165,0.2400119,0.1557322,4.353495,0.01002754,4,39.3,1.8532,314,66.35,24.6,0.5,76.3
18.087418,-102.3797,30101601,,,31.43089,26.08212,,,2,114,3.28,591,410.18,48.5,37.6,309.2
18.087418,-102.3797,30102700,,641.892,,,,,2,165,4.264,638,913.34,64,96.9,426.5
18.087418,-102.3797,30102924,11.35601,130.8112,99.49459,82.56305,1341.253,18.92675,2,180,8.856,642,2343.67,38,251.5,571.8
18.087418,-102.3797,30102924,11.35601,130.8112,99.49459,82.56305,1341.253,18.92675,2,180,8.856,629,2161.83,35.1,223.5,551.8
18.087418,-102.3797,10200401,11.35601,130.8112,99.49459,82.56305,1341.253,18.92675,1,82,7.216,1101,1945.02,47.6,481,666.7
18.087418,-102.3797,10200401,11.35601,130.8112,99.49459,82.56305,1341.253,18.92675,2,82,7.216,908,1381.64,33.8,260.3,547.9
18.087418,-102.3797,10200401,11.35601,130.8112,99.49459,82.56305,1341.253,18.92675,2,82,7.216,856,1059.7,25.9,182.9,489.9
18.087418,-102.3797,10200401,11.35601,130.8112,99.49459,82.56305,1341.253,18.92675,1,167,13.12,660,4833.45,35.8,545.3,720
18.087418,-102.3797,30102201,,,,,1724.468,,1,167,13.12,653,4789.11,35.4,530.1,713.7
18.087418,-102.3797,30102201,,,,,1724.468,,2,101,4.264,539,782.19,54.8,59.4,350.3
18.087418,-102.3797,40400101,1.445164,5.780656,0.2890328,0.0722582,12.3128,173.7967,7,10.4,0.5248,68,0.59,2.7,0,31.1
17.933333,-102.2,30300813,68.15485,1618.48,299.0274,292.8603,1444.535,225.4961,1,262,26.24,419,10642.47,19.7,418.6,692.5
17.933333,-102.2,30300933,21.29839,505.775,93.44606,91.51883,451.4171,70.46752,2,190,9.84,849,1247.16,16.4,212.6,546.7
17.933333,-102.2,10200707,39.18903,930.6259,171.9408,168.3946,830.6075,129.6602,2,180,7.544,71.6,1759.33,39.4,117.2,455.6
17.933333,-102.2,30300317,43.16473,1025.037,189.384,185.4782,914.872,142.8142,2,360,12.464,257,3201.61,26.2,32.2,370.3
17.933333,-102.2,30300824,45.29457,1075.615,198.7286,194.63,960.0137,149.8609,2,173,9.512,555,2563.89,36.1,207.2,537.3
17.933333,-102.2,30300303,25.55807,606.9299,112.1353,109.8226,541.7006,84.56103,3,196,9.84,246,1496.6,19.7,20.1,282.3
17.933333,-102.2,30300901,26.97796,640.6483,118.365,115.9239,571.795,89.25886,2,82,3.28,1358,526.58,62.3,171.5,480
17.933333,-102.2,30300915,79.51398,1888.226,348.8653,341.6703,1685.291,263.0787,2,124,5.248,170,2483.24,114.8,90.9,406
17.933333,-102.2,30300915,65.88302,1564.531,289.0598,283.0982,1396.384,217.9795,2,124,5.248,138,2057.54,95.1,95.4,412
17.933333,-102.2,30300908,19.16855,455.1974,84.10146,82.36694,406.2754,63.42077,3,42.6,2.952,143,336.73,49.2,15.1,215.4
17.933333,-102.2,30300933,40.89291,971.0879,179.4164,175.7162,866.7209,135.2976,1,190,10.496,851,2554.19,29.5,436.9,679.4
18.087418,-102.3797,30302401,,,48.77726,24.03038,,,3,40.2,3.2144,108,615.66,75.9,34.2,278
19.7,-101.1833,30200701,,,349.4326,87.41326,,,3,63.8,2.6896,138,249.9,44,11.6,204.7
19.66557,-101.2824,30501101,,,0.198416,,,,3,32.8,1.968,80.6,89.8,29.5,5.7,156.6
19.696666,-101.2127,30107001,0.2804279,3.084707,1.86027,1.21164,33.46066,1.192328,4,43.2,1.6564,158,34.81,16.2,1.4,104.8
19.7,-101.1833,30199901,0.3670696,3.922023,2.328645,1.515377,41.9667,0.09157504,4,46.1,2.0992,202,85.48,24.7,2.3,122.1
19.705,-101.123,30199901,17.85744,196.4318,118.4606,77.15635,2130.75,4.958416,4,46.1,2.0992,202,85.48,24.7,2.3,122.1
19.66557,-101.2824,30113201,0.6453506,7.098857,4.281052,2.788356,77.00323,19.27928,3,77.7,6.4944,257,418.86,12.6,4.2,156
19.66557,-101.2824,40400101,,,,,,139.4754,7,10.4,0.5248,68,0.59,2.7,0,31.1
19.7,-101.1833,30800801,0.7003201,6.952334,4.20333,2.738253,75.42527,0.2218132,4,25.5,1.7056,128,81.09,35.5,4,137.8
19.700833,-101.1269,30113201,4.206693,44.47992,26.25728,17.08145,473.5508,1.159186,3,77.7,6.4944,257,418.86,12.6,4.2,156
19.689444,-101.2211,30101801,1.106054,12.05086,8.002454,5.03899,130.1424,0.2807552,4,53.7,1.7056,191,68.95,30.2,2.1,120.9
19.75,-101.1347,30113201,1.360803,14.32641,7.924049,5.162385,142.0804,89.64687,3,77.7,6.4944,257,418.86,12.6,4.2,156
19.653014,-102.3955,10201101,40.4091,14.24086,54.07777,23.09965,59.40836,18.15682,3,246,8.2,262,658.23,12.5,5.6,220.6
19.653014,-102.3955,10201101,104.6383,36.87634,140.033,59.81594,153.8364,47.0166,3,183,6.56,260,1363.57,40.3,12.5,245.7
19.653014,-102.3955,10201101,138.667,48.86864,185.5722,79.26827,203.8645,62.30655,3,82,6.56,260,1807,53.5,16.5,233.6
19.254368,-101.4537,30201901,0.9523968,3.809587,0.1904793,0.04761983,8.11442,0.04800079,3,34.9,1.804,112,86.1,33.7,4.7,147.6
19.254368,-101.4537,10201101,33.99128,10.5285,44.29623,18.58186,23.21122,15.38091,3,246,8.2,262,658.23,12.5,5.6,220.6
19.254368,-101.4537,10201101,88.01954,27.26328,114.7039,48.11723,60.10485,39.82846,3,183,6.56,260,1363.57,40.3,12.5,245.7
19.254368,-101.4537,10201101,116.6438,36.12939,152.006,63.76511,79.65114,52.78081,3,82,6.56,260,1807,53.5,16.5,233.6
19.326956,-101.8931,10201101,2.232251,1063.514,2196.622,549.1555,266.3522,,2,99.9,5.904,464,718.37,26.2,38.1,306.1
19.326956,-101.8931,10201101,30.70955,8.788209,39.42439,16.36418,7.617041,13.94972,3,246,8.2,262,658.23,12.5,5.6,220.6
19.326956,-101.8931,10201101,79.52157,22.75684,102.0884,42.37462,19.72413,36.12243,3,183,6.56,260,1363.57,40.3,12.5,245.7
19.326956,-101.8931,10201101,105.3822,30.15743,135.2879,56.15498,26.13848,47.86956,3,82,6.56,260,1807,53.5,16.5,233.6
19.643159,-102.594,10201101,9.948467,93.86298,55.53197,39.57969,1187.055,2.416367,2,99.9,5.904,464,718.37,26.2,38.1,306.1
19.643159,-102.594,10201101,29.64548,11.58653,40.60987,17.61335,64.59614,13.23584,3,246,8.2,262,658.23,12.5,5.6,220.6
19.643159,-102.594,10201101,76.7662,30.00302,105.1582,45.6093,167.27,34.27385,3,183,6.56,260,1363.57,40.3,12.5,245.7
19.643159,-102.594,10201101,101.7308,39.7601,139.356,60.4416,221.6667,45.41981,3,82,6.56,260,1807,53.5,16.5,233.6
19.416944,-102.0513,30113201,0.149394,1.643334,0.9910327,0.6454843,17.82569,18.78122,3,77.7,6.4944,257,418.86,12.6,4.2,156
19.416666,-102.0666,40400101,,,,,,253.2813,7,10.4,0.5248,68,0.59,2.7,0,31.1
19.419444,-102.0586,30113201,0.4868176,3.725318,1.731563,1.109124,32.29165,9.984124,3,77.7,6.4944,257,418.86,12.6,4.2,156
19.826198,-101.8254,30801001,26.59876,292.4081,167.6586,109.2231,3002.796,6.8057,4,29.3,0.6888,110,7.57,20.3,0.4,70
20.032593,-102.2623,30299901,0.5765027,6.001201,3.495868,2.273314,63.09147,0.1410645,3,49.1,1.8532,157,97.23,36,3.9,144.4
20.032593,-102.2623,30299901,0.9819298,6.798167,0.1560665,0.1019926,0.8364437,0.2574004,3,49.1,1.8532,157,97.23,36,3.9,144.4
20.085833,-102.2688,40400101,,,,,,44.74281,7,10.4,0.5248,68,0.59,2.7,0,31.1
19.435978,-100.3422,30700701,3.670399,14.6816,19.40723,9.520094,31.2718,0.3684579,3,48.2,3.4112,176,370.96,40.6,12.9,206.7
18.75,-98.91666,31499901,,,0.1231281,0.1205928,,1.862906,4,29.8,1.804,141,37.06,14.5,1.7,106.5
18.714637,-98.98143,32099901,0.2471122,1.870203,2.234302,1.374057,15.52175,15.45164,4,24,1.7056,113,49.54,21.7,2.7,121
18.833333,-98.93583,30299901,0.2306705,0.9226819,0.0461341,0.01153352,1.965313,0.02565056,4,39.3,1.8532,314,66.35,24.6,0.5,76.3
18.816666,-98.95,30202101,0.1464421,1.610863,142.905,5.526991,17.47347,0.03748918,3,14.9,2.1976,82.2,246.46,65,15.6,209.2
18.829045,-98.95189,10201101,32.53221,15.14886,46.56584,20.75319,115.7919,14.34382,3,246,8.2,262,658.23,12.5,5.6,220.6
18.829045,-98.95189,10201101,84.2413,39.22758,120.581,53.73984,299.8402,37.14296,3,183,6.56,260,1363.57,40.3,12.5,245.7
18.829045,-98.95189,10201101,111.6368,51.98452,159.7943,71.21622,397.3492,49.22197,3,82,6.56,260,1807,53.5,16.5,233.6
18.829045,-98.95189,40400101,,,,,,97.61846,7,10.4,0.5248,68,0.59,2.7,0,31.1
18.829045,-98.95189,30501401,22.96816,447.9994,189.9136,137.6883,2648.481,5.836661,2,295,8.2,728,2165.22,41,289.2,631.5
18.928888,-99.20694,30299901,0.4931431,5.305961,3.162338,2.05835,56.96436,0.123791,4,39.3,1.8532,314,66.35,24.6,0.5,76.3
18.916944,-99.2,30799901,,,,,,3.185348,3,41,3.9032,145,323,27,14.3,211.2
18.9325,-99.18972,30799901,4.508805,49.59685,36.20918,23.90161,537.9906,205.6072,3,82,4.92,404,513.21,27,17.8,239
18.919722,-99.19194,40400101,,,,,,619.9591,7,10.4,0.5248,68,0.59,2.7,0,31.1
18.916666,-99.26666,30799901,5.447842,59.92626,36.13926,23.5384,650.0364,1.432535,3,82,4.92,404,513.21,27,17.8,239
18.833333,-99.18333,30500601,42.87059,399.9234,65.15855,45.03205,757.8795,70.56963,2,275,10.856,233,4190.31,45.3,72.8,425.8
18.883333,-99.18333,30199901,2.995986,11.99626,0.5990242,0.1500263,25.49349,0.3337896,4,46.1,2.0992,202,85.48,24.7,2.3,122.1
18.884082,-99.16743,30502601,,,8.095372,4.000066,,,3,44.6,2.46,133,108.58,22.8,5.2,155.5
18.884082,-99.16743,31399901,1.917717,0.06709579,0.003470637,0.003470637,0.002992268,0.00341288,4,37.3,1.7056,122,60.33,26.4,3.1,130.7
18.884082,-99.16743,30801001,,,,,,13.16159,4,29.3,0.6888,110,7.57,20.3,0.4,70
18.883333,-99.18333,30501101,0.03548472,0.1419389,0.2055129,0.1347129,0.3023298,0.0039459,3,32.8,1.968,80.6,89.8,29.5,5.7,156.6
18.883333,-99.18333,30501101,0.02134162,0.08536649,0.1255225,0.08230741,0.1818306,0.002373189,3,32.8,1.968,80.6,89.8,29.5,5.7,156.6
