LATC,LONC,SCC,ANNCO,ANNNOX,ANNPM10,ANNPM25,ANNSO2,ANNVOC,Capa,STKHGT,STKDIAM,STKTEMP,STKFLOW,STKVEL,F,H efectiva
19.466666,-99.18333,30400701,21.80836,25.96234,1.973137,1.973137,0.155774,1.427928,3,39.3,2.6896,158,190.83,33.6,7.7,173.6
19.484299,-99.18233,10300502,0.1587328,0.6349311,0.03174656,0.00793664,1.352403,0.01764579,4,24.9,0.5904,132,13.95,51,0.7,79.3
19.461111,-99.16388,30299901,0.0396832,0.1587328,0.04780079,0.03113385,1.686536,0.001997388,4,39.3,1.8532,314,66.35,24.6,0.5,76.3
19.491666,-99.155,30900199,1.440024,1.714314,0.1302879,0.1302879,0.01028588,31.70428,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
19.458333,-99.17527,36000101,,,,,,1.719605,3,39.9,2.0008,632,200.27,63.7,20.9,237.7
19.480833,-99.16111,30502601,5.301675,21.2067,1.060335,0.2650838,45.17027,0.5893695,3,44.6,2.46,133,108.58,22.8,5.2,155.5
19.502777,-99.18638,30899901,0.1640239,0.6560955,0.03280478,0.008201194,1.397483,2.09067,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
19.484299,-99.18233,36000101,0.003206402,0.02317499,0.000501596,0.000501596,0.000573025,166.2726,3,39.9,2.0008,170,154.69,49.2,5.7,158.1
19.484299,-99.18233,30701201,0.01923841,0.1390499,0.003009574,0.003009574,0.003438152,145.1082,4,48.4,2.5912,99.6,61.92,11.7,3.6,140.2
19.493888,-99.15861,30499901,0.1892038,0.8142006,0.03706622,0.01051812,1.463717,1.899919,4,41.3,2.0992,242,124.87,36.1,1.8,112.7
19.489722,-99.1925,30801001,,,,,,10.31763,4,29.3,0.6888,110,7.57,20.3,0.4,70
19.486111,-99.1625,30501101,,,3.505349,3.115866,,,3,32.8,1.968,80.6,89.8,29.5,5.7,156.6
19.469166,-99.15416,36000101,0.003206402,0.02317499,0.000501596,0.000501596,0.000573025,12.16951,3,39.9,2.0008,170,154.69,49.2,5.7,158.1
19.486111,-99.17638,30199901,0.1322773,0.5291093,0.02645546,0.006613866,1.127003,0.01470483,4,46.1,2.0992,202,85.48,24.7,2.3,122.1
19.497222,-99.16666,30200701,,,5.820202,1.662915,,,3,63.8,2.6896,138,249.9,44,11.6,204.7
19.484299,-99.18233,30799901,,,,,,1.821829,3,41,3.9032,145,323,27,14.3,211.2
19.486111,-99.16055,31299901,0.04929563,0.05868528,0.004460081,0.004460081,0.000352112,83.66409,4,30.5,1.9024,163,65.36,23,2.5,120.9
19.484444,-99.16666,30501101,,,6.349311,5.643832,,,3,32.8,1.968,80.6,89.8,29.5,5.7,156.6
19.481666,-99.16805,30900199,0.02565122,0.1853999,0.004012765,0.004012765,0.004584203,24.65889,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
19.484299,-99.18233,30900199,1.603201,11.58749,0.2507978,0.2507978,0.2865127,0.4444518,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
19.4925,-99.16388,30400701,17.08473,20.33896,3.335593,2.801784,0.1220338,7.397666,3,39.3,2.6896,158,190.83,33.6,7.7,173.6
19.461666,-99.18388,30103301,,,,,,25.31089,4,59.7,2.3452,333,133.04,30.8,1.7,116.8
19.490277,-99.17,30900199,,,,,,1.761349,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
19.461111,-99.175,30101401,,,,,,4.519801,4,27.9,2.6896,127,81.25,14.3,4,138.9
19.479722,-99.15277,30999901,,,,,,1.761349,4,33.8,1.7056,156,81.31,35.6,3.3,132.5
19.497222,-99.15833,30899901,0.1587328,0.6349311,0.03174656,0.00793664,1.352403,10.79274,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
19.505555,-99.18888,30799901,,,,,,3.074337,3,41,3.9032,145,323,27,14.3,211.2
19.5,-99.19305,30801001,0.009619207,0.06952496,0.001504787,0.001504787,0.001719076,1.468935,4,29.3,0.6888,110,7.57,20.3,0.4,70
19.483333,-99.15444,30900199,1.600026,1.904794,0.1447643,0.1447643,0.01142876,1.162938,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
19.477777,-99.21388,30799901,,,,,,2.960472,3,41,3.9032,145,323,27,14.3,211.2
19.483333,-99.19583,31299901,,,,,,1.409079,4,30.5,1.9024,163,65.36,23,2.5,120.9
19.483333,-99.175,30999901,0.003206402,0.02317499,0.000501596,0.000501596,0.000573025,43.50533,4,33.8,1.7056,156,81.31,35.6,3.3,132.5
19.469444,-99.1475,30899901,,,,,,2.937871,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
19.484299,-99.18233,40400101,0.05467463,0.2550307,0.01728424,0.01728424,0.01657876,231.8564,4,22.9,1.476,68,19.64,11.5,1.3,97
19.341388,-99.14444,30899901,0.3650854,1.460342,0.07301708,0.01825427,3.110528,3.954826,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
19.341388,-99.14444,30899901,0.3650854,1.460342,0.07301708,0.01825427,3.110528,4.645222,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
19.326569,-99.14995,30199901,0.2877414,1.176706,0.05720086,0.01486161,2.385036,0.03331156,4,46.1,2.0992,202,85.48,24.7,2.3,122.1
19.311111,-99.14722,30299901,0.5297514,2.119006,0.1059503,0.02648757,4.513482,0.0588907,4,39.3,1.8532,314,66.35,24.6,0.5,76.3
19.308333,-99.14027,30299901,0.5555648,2.222259,0.111113,0.02777824,4.733412,0.06176028,4,39.3,1.8532,314,66.35,24.6,0.5,76.3
19.311111,-99.14722,30299901,0.1349229,0.5396914,0.02698457,0.006746144,1.149543,0.01499893,4,39.3,1.8532,314,66.35,24.6,0.5,76.3
19.305,-99.14305,30299901,0.3809587,1.523835,2.730204,1.892791,16.19074,0.01917492,4,39.3,1.8532,314,66.35,24.6,0.5,76.3
19.326569,-99.14995,31400901,,,,,,1.455051,7,20.9,1.7056,291,37.7,16.5,0,24.9
19.352222,-99.13833,30199901,0.2328081,0.9312323,0.04656162,0.0116404,1.983525,1.208109,4,46.1,2.0992,202,85.48,24.7,2.3,122.1
19.326569,-99.14995,30106001,0.1587328,0.6349311,0.03174656,0.00793664,1.352403,0.01764579,4,47.2,1.5088,139,29.85,16.7,1.4,105.4
19.326569,-99.14995,30899901,1.565814,11.31727,2.43094,2.190481,0.2798312,134.9067,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
19.326569,-99.14995,30799901,,,1.776925,1.246965,,0.875235,3,41,3.9032,145,323,27,14.3,211.2
19.326569,-99.14995,30299901,5.735799,6.854346,0.5199673,0.5185784,0.119794,0.3759813,4,39.3,1.8532,314,66.35,24.6,0.5,76.3
19.3125,-99.13888,30199901,0.2995883,1.198353,0.05991766,0.01497941,2.552492,1.250256,4,46.1,2.0992,202,85.48,24.7,2.3,122.1
19.326569,-99.14995,30199901,0.1587328,0.6349311,0.03174656,0.00793664,1.352403,0.01764579,4,46.1,2.0992,202,85.48,24.7,2.3,122.1
19.329722,-99.16333,30101401,,,,,,1.42639,4,27.9,2.6896,127,81.25,14.3,4,138.9
19.326569,-99.14995,30299901,0.6349311,2.539725,0.1269862,0.03174656,5.409614,0.07058318,4,39.3,1.8532,314,66.35,24.6,0.5,76.3
19.313888,-99.13888,40200101,,,,,,1.352612,3,29.5,1.968,80.6,119.73,39.4,7.6,170.3
19.324444,-99.1375,40200101,,,,,,3.268813,3,29.5,1.968,80.6,119.73,39.4,7.6,170.3
19.308333,-99.14166,31499901,,,,,,2.141636,4,29.8,1.804,141,37.06,14.5,1.7,106.5
19.303611,-99.11166,30199901,0.7417564,2.968898,0.148326,0.03712234,6.314926,1.184866,4,46.1,2.0992,202,85.48,24.7,2.3,122.1
19.349444,-99.28833,30299901,0.3174656,1.269862,0.3824063,0.2490708,13.49229,0.0159791,3,49.1,1.8532,157,97.23,36,3.9,144.4
19.327426,-99.3131,30199901,0.06412805,0.4634997,0.01003191,0.007022338,1.587328,0.01777807,4,46.1,2.0992,202,85.48,24.7,2.3,122.1
19.50525,-99.11589,30899901,,,,,,3.124831,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
19.50525,-99.11589,31299901,,,,,,2.206827,4,30.5,1.9024,163,65.36,23,2.5,120.9
19.50525,-99.11589,30900199,0.08062338,0.5827234,0.01261237,0.01261237,0.01440844,1.635378,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
19.50525,-99.11589,30701201,,,,,,7.156754,4,48.4,2.5912,99.6,61.92,11.7,3.6,140.2
19.50525,-99.11589,30799901,,,,,,2.414061,3,41,3.9032,145,323,27,14.3,211.2
19.50525,-99.11589,30900199,0.02100194,0.1517962,0.003285451,0.003285451,0.003753316,1.606828,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
19.50525,-99.11589,30899901,1.200477,8.676715,0.1877974,0.1877974,0.2145407,0.3328055,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
19.50525,-99.11589,30799901,,,,,,3.121745,3,41,3.9032,145,323,27,14.3,211.2
19.507222,-99.12611,30501401,21.45719,25.54427,81.28681,79.66752,0.1532656,1.404935,3,75.4,2.1648,845,105.03,28.5,17.8,236.7
19.50525,-99.11589,30900199,0.2734412,1.976357,0.04277595,0.04277595,0.04886746,20.56112,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
19.50525,-99.11589,30900199,,,,,,2.14448,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
19.50525,-99.11589,30801001,0.01435827,0.1037776,0.002246145,0.002246145,0.002566008,18.6053,4,29.3,0.6888,110,7.57,20.3,0.4,70
19.50525,-99.11589,30899901,,,,,,2.636728,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
19.50525,-99.11589,30199901,,,,,,4.448387,4,46.1,2.0992,202,85.48,24.7,2.3,122.1
19.50525,-99.11589,30203201,4.428259,5.271737,2.847558,1.099768,0.03163042,0.2899455,5,40.2,1.2136,316,28.34,24.5,0.2,62
19.50525,-99.11589,30801001,0.000288576,0.002085749,4.51E-05,3.16E-05,5.16E-05,5.104915,4,29.3,0.6888,110,7.57,20.3,0.4,70
19.50525,-99.11589,30200701,,,4.6889,1.339686,,,3,63.8,2.6896,138,249.9,44,11.6,204.7
19.50525,-99.11589,30203201,3.403166,4.051388,14.55392,4.378195,0.02430833,0.2228263,5,40.2,1.2136,316,28.34,24.5,0.2,62
19.50525,-99.11589,30200701,0.003030626,0.02190452,8.903255,2.544126,0.000541612,0.000840174,3,63.8,2.6896,138,249.9,44,11.6,204.7
19.499722,-99.15555,30400701,0.4623291,1.849316,0.09246582,0.02311645,3.939044,0.05139558,3,39.3,2.6896,158,190.83,33.6,7.7,173.6
19.50525,-99.11589,30299901,0.396832,1.587328,0.07936639,0.0198416,3.381008,0.04411449,4,39.3,1.8532,314,66.35,24.6,0.5,76.3
19.5,-99.1,30199901,15.0289,17.89155,1.359758,1.359758,0.1073493,0.9840354,4,46.1,2.0992,202,85.48,24.7,2.3,122.1
19.50525,-99.11589,33000101,,,2.558905,1.795723,,3.010522,4,36.6,2.9356,247,239.21,35.3,3.1,131
19.50525,-99.11589,33000101,4.875618,5.804308,10.96048,7.82313,0.03482585,22.35763,4,36.6,2.9356,247,239.21,35.3,3.1,131
19.50525,-99.11589,33000101,1.30334,5.942894,0.7101679,0.4009648,9.219143,0.1824213,4,36.6,2.9356,247,239.21,35.3,3.1,131
19.475,-99.13055,39999901,0.003206402,0.02317499,0.000501596,0.000501596,0.000573025,2.141636,3,39.2,3.8048,194,253.59,22.3,7.4,171.7
19.494444,-99.11583,32099901,,,,,,1.322773,4,24,1.7056,113,49.54,21.7,2.7,121
19.5,-99.11333,32099901,,,,,,3.042378,4,24,1.7056,113,49.54,21.7,2.7,121
19.488888,-99.06944,30799901,,,,,,2.846608,3,41,3.9032,145,323,27,14.3,211.2
19.470833,-99.10694,30799901,,,,,,4.668437,3,41,3.9032,145,323,27,14.3,211.2
19.495,-99.07166,30799901,,,,,,1.138643,3,41,3.9032,145,323,27,14.3,211.2
19.475,-99.09444,30799901,0.001813363,0.002158766,10.58219,7.426144,1.30E-05,0.000118732,3,41,3.9032,145,323,27,14.3,211.2
19.477222,-99.08916,30799901,,,,,,1.707965,3,41,3.9032,145,323,27,14.3,211.2
19.477777,-99.10472,30799901,,,,,,1.935693,3,41,3.9032,145,323,27,14.3,211.2
19.475,-99.10055,30999901,0.003206402,0.02317499,0.000501596,0.000501596,0.000573025,53.19275,4,33.8,1.7056,156,81.31,35.6,3.3,132.5
19.50525,-99.11589,30801001,,,,,,6.50584,4,29.3,0.6888,110,7.57,20.3,0.4,70
19.50525,-99.11589,36000101,,,,,,39.81548,3,39.9,2.0008,170,154.69,49.2,5.7,158.1
19.50525,-99.11589,36000101,,,,,,11.37585,3,39.9,2.0008,80.6,123.75,39.4,7.9,175.3
19.469444,-99.10694,30900199,0.006412805,0.04634997,0.001003191,0.001003191,0.001146051,6.779702,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
19.4725,-99.10555,30102001,0.004809604,0.03476248,0.2218908,0.2194337,0.000859538,132.5427,4,33.9,1.6564,159,33.71,15.6,1.3,100.8
19.50525,-99.11589,30500801,0.000907924,0.001080862,0.3953709,0.3514499,6.49E-06,4.206478,3,32.2,1.8532,141,117.31,43.5,5.3,152.9
19.472777,-99.13527,30899901,0.009619207,0.06952496,0.001504787,0.001504787,0.001719076,12.42945,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
19.483333,-99.15,31399901,0.09523967,0.3809587,1.121359,0.7783136,2.645546,0.7045397,4,37.3,1.7056,122,60.33,26.4,3.1,130.7
19.486944,-99.14583,30899901,,,,,,7.570667,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
19.50525,-99.11589,30899901,,,,,,4.012412,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
19.50525,-99.11589,31299901,0.002538402,0.01834686,5.390413,5.330524,0.000453645,0.9129755,4,30.5,1.9024,163,65.36,23,2.5,120.9
19.479166,-99.09916,33000101,0.08000132,0.09523967,0.5291093,0.3734635,0.000571438,8.598026,4,36.6,2.9356,247,239.21,35.3,3.1,131
19.50525,-99.11589,30900199,2.433611,2.897156,2.711297,2.683617,0.01738293,14.63446,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
19.50525,-99.11589,30200701,,,2.192386,0.6263961,,,3,63.8,2.6896,138,249.9,44,11.6,204.7
19.50525,-99.11589,30999901,,,,,,2.739133,4,33.8,1.7056,156,81.31,35.6,3.3,132.5
19.50525,-99.11589,30899901,,,,,,2.296004,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
19.50525,-99.11589,30900199,0.5585138,0.6648974,0.0505322,0.0505322,0.003989384,1.389105,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
19.50525,-99.11589,36000101,0.01190496,0.04761983,0.002380992,0.000595248,0.1014303,5.405348,3,39.9,2.0008,170,154.69,49.2,5.7,158.1
19.50525,-99.11589,30501101,,,14.26137,12.67677,,,3,32.8,1.968,80.6,89.8,29.5,5.7,156.6
19.474166,-99.10111,30199901,0.1190496,1.309546,0.7897373,0.5143757,14.205,0.03821492,4,46.1,2.0992,202,85.48,24.7,2.3,122.1
19.50525,-99.11589,30799901,0.001818376,0.01314271,0.000284459,0.000284459,0.000324967,2.150208,3,41,3.9032,145,323,27,14.3,211.2
19.50525,-99.11589,30800101,0.1190496,0.4761984,0.02380992,0.005952479,1.014302,4.181117,3,35.3,2.0992,113,121.13,35,6.5,163.9
19.50525,-99.11589,30899901,,,,,,3.52497,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
19.50525,-99.11589,30999901,0.03206402,0.2317499,0.005015956,0.005015956,0.005730254,1.644453,4,33.8,1.7056,156,81.31,35.6,3.3,132.5
19.50525,-99.11589,30801001,,,,,,2.021308,4,29.3,0.6888,110,7.57,20.3,0.4,70
19.50525,-99.11589,30799901,,,,,,5.608559,3,41,3.9032,145,323,27,14.3,211.2
19.50525,-99.11589,30999901,0.009619207,0.06952496,0.001504787,0.001504787,0.001719076,5.998059,4,33.8,1.7056,156,81.31,35.6,3.3,132.5
19.50525,-99.11589,30899901,,,,,,13.58929,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
19.469444,-99.1075,33000101,0.07936639,0.3174656,0.5687925,0.3943315,3.373072,0.003994775,4,36.6,2.9356,247,239.21,35.3,3.1,131
19.50525,-99.11589,30106001,0.05555648,0.2222259,0.01111129,0.002777824,0.4733412,1.549411,4,47.2,1.5088,139,29.85,16.7,1.4,105.4
19.475277,-99.10527,30102001,0.02885762,0.2085749,1.132929,1.120391,0.005157228,388.9003,4,33.9,1.6564,159,33.71,15.6,1.3,100.8
19.492222,-99.09083,30400101,0.4194402,3.031597,0.06561539,0.06561539,0.07495936,0.1162804,4,46.2,2.8372,335,192.85,30.5,2.6,127.4
19.4625,-99.12222,30400301,1.031763,11.34939,9.324591,6.198413,123.11,0.2146067,3,43.6,3.4112,179,468.83,51.3,15.9,219.1
19.479166,-99.09583,30899901,0.9074119,6.558521,0.1419516,0.1419516,0.1621662,0.2515597,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
19.50525,-99.11589,31299901,0.009619207,0.06952496,0.001504787,0.001504787,0.001719076,1.585214,4,30.5,1.9024,163,65.36,23,2.5,120.9
19.498333,-99.095,30400701,0.5070631,0.000158733,4.095306,4.042065,0.01595264,0.01666694,3,39.3,2.6896,158,190.83,33.6,7.7,173.6
19.502222,-99.11944,31499901,0.1666694,0.6666777,0.03333389,0.008333472,1.420024,0.01852809,4,29.8,1.804,141,37.06,14.5,1.7,106.5
19.5,-99.14722,31299901,0.05333422,0.06349312,0.004825477,0.004825477,0.000380959,6.340857,4,30.5,1.9024,163,65.36,23,2.5,120.9
19.492777,-99.09972,30899901,0.5267812,2.107125,0.6345395,0.4132915,22.3882,3.833697,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
19.477222,-99.11055,30101401,0.01468278,0.05873113,0.002936556,0.000734139,0.1250973,3.560465,4,27.9,2.6896,127,81.25,14.3,4,138.9
19.50525,-99.11589,30501001,0.396832,1.587328,2.843962,2.651005,16.86536,0.01997388,3,71.9,3.9524,119,506.05,41.2,26.4,265.7
19.50525,-99.11589,30501001,0.3174656,1.269862,2.27517,2.120804,13.49229,0.0159791,3,71.9,3.9524,119,506.05,41.2,26.4,265.7
19.474444,-99.10166,30701201,0.1587328,1.746061,1.851882,1.324954,18.94,0.05095322,4,48.4,2.5912,99.6,61.92,11.7,3.6,140.2
19.50525,-99.11589,30801001,,,,,,1.35594,4,29.3,0.6888,110,7.57,20.3,0.4,70
19.50525,-99.11589,36000101,0.003206402,0.02317499,0.000501596,0.000501596,0.000573025,13.09546,3,39.9,2.0008,80.6,123.75,39.4,7.9,175.3
19.466944,-99.1075,31299901,0.003206402,0.02317499,0.000501596,0.000501596,0.000573025,10.5681,4,30.5,1.9024,163,65.36,23,2.5,120.9
19.492222,-99.09861,30999901,,,,,,5.284048,4,33.8,1.7056,156,81.31,35.6,3.3,132.5
19.500555,-99.11388,30102001,,,1.124357,1.111864,,1.12995,4,33.9,1.6564,159,33.71,15.6,1.3,100.8
19.493055,-99.15138,30499901,,,0.2645546,0.1856524,,21.84073,4,41.3,2.0992,242,124.87,36.1,1.8,112.7
19.473055,-99.09444,40200101,,,,,,2.367071,3,29.5,1.968,80.6,119.73,39.4,7.6,170.3
19.475,-99.1,30101401,,,,,,11.2995,4,27.9,2.6896,127,81.25,14.3,4,138.9
19.506944,-99.15833,30801001,0.003206402,0.02317499,0.000501596,0.000501596,0.000573025,1.98416,4,29.3,0.6888,110,7.57,20.3,0.4,70
19.468888,-99.14444,30999901,0.0396832,0.1587328,0.00793664,0.00198416,0.3381009,17.78963,4,33.8,1.7056,156,81.31,35.6,3.3,132.5
19.508333,-99.15277,40200101,,,,,,1.585214,3,29.5,1.968,80.6,119.73,39.4,7.6,170.3
19.50525,-99.11589,30400201,,,,,,2.113619,4,44.3,3.362,269,395.42,44.5,2.5,125.1
19.475,-99.10138,30499901,0.1260137,0.9107924,0.01971304,0.01971304,0.02252028,206.8737,4,41.3,2.0992,242,124.87,36.1,1.8,112.7
19.491111,-99.1375,30899901,,,,,,1.242945,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
19.477777,-99.1,40600101,,,,,,1.46533,4,20,2.05,155,36.27,11,1.5,99.7
19.468888,-99.08444,30799901,,,5.119133,3.592374,,11.84189,3,41,3.9032,145,323,27,14.3,211.2
19.483333,-99.1,30199901,0.7295094,2.918038,0.1459019,0.03647547,6.21542,0.9563346,4,46.1,2.0992,202,85.48,24.7,2.3,122.1
19.50525,-99.11589,30999901,0.006412805,0.04634997,0.001003191,0.001003191,0.001146051,4.579508,4,33.8,1.7056,156,81.31,35.6,3.3,132.5
19.477222,-99.09611,30900199,,,,,,3.874968,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
19.488888,-99.10555,30999901,0.003206402,0.02317499,0.000501596,0.000501596,0.000573025,5.988587,4,33.8,1.7056,156,81.31,35.6,3.3,132.5
19.50525,-99.11589,30900199,,,16.66694,12.43407,,,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
19.473611,-99.10555,30999901,0.04168323,0.3012748,0.006520743,0.006520743,0.00744933,1.585214,4,33.8,1.7056,156,81.31,35.6,3.3,132.5
19.50525,-99.11589,30103501,11.3185,13.4744,1.024054,1.024054,0.08084641,0.741092,3,82.3,2.296,185,166.36,40.2,5.3,168.1
19.50525,-99.11589,30799901,,,,,,1.5941,3,41,3.9032,145,323,27,14.3,211.2
19.50525,-99.11589,30700801,0.003206402,0.02317499,0.000501596,0.000501596,0.000573025,5.465487,3,47.4,2.8864,136,209.04,31.9,9.8,189.8
19.395579,-99.09644,30899901,,,,,,4.111442,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
19.395579,-99.09644,30900199,0.001282561,0.009269995,0.000200638,0.000200638,0.00022921,2.208757,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
19.395579,-99.09644,33000101,0.1896035,1.370402,0.02966075,0.02966075,0.03388459,0.05256336,4,36.6,2.9356,247,239.21,35.3,3.1,131
19.395579,-99.09644,30501101,,,2.339761,2.079787,,,3,32.8,1.968,80.6,89.8,29.5,5.7,156.6
19.395579,-99.09644,30799901,0.2788287,2.015297,0.04361875,0.04361875,0.04983028,10.29722,3,41,3.9032,145,323,27,14.3,211.2
19.395579,-99.09644,30900199,,,,,,1.516019,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
19.395579,-99.09644,30700701,,,,,,500.1241,3,48.2,3.4112,176,370.96,40.6,12.9,206.7
19.395579,-99.09644,33000101,0.4923234,1.994443,5.037393,3.504755,19.65009,0.02823798,4,36.6,2.9356,247,239.21,35.3,3.1,131
19.395579,-99.09644,30899901,,,,,,4.357436,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
19.400833,-99.07583,33000101,0.230861,1.668599,0.03611488,0.03611488,0.04125782,0.06400106,4,36.6,2.9356,247,239.21,35.3,3.1,131
19.395579,-99.09644,30899901,0.001587615,0.01147484,0.00024836,0.000173852,0.000283727,27.76228,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
19.395579,-99.09644,30899901,,,,,,4.682617,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
19.395579,-99.09644,30899901,,,,,,5.202908,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
19.395579,-99.09644,31299901,,,,,,15.32025,4,30.5,1.9024,163,65.36,23,2.5,120.9
19.395579,-99.09644,30900199,1.172755,7.276604,0.1996535,0.1063045,3.310037,0.5076052,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
19.395579,-99.09644,30801001,,,,,,21.57906,4,29.3,0.6888,110,7.57,20.3,0.4,70
19.395579,-99.09644,30801001,,,,,,2.185221,4,29.3,0.6888,110,7.57,20.3,0.4,70
19.395579,-99.09644,30899901,,,,,,3.121745,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
19.404166,-99.10555,30105001,,,29.36557,29.03928,,3.858088,7,36.2,0.1968,103,,2.2,0,23.8
19.4,-99.09388,30203001,0.1349229,0.5396914,0.02698457,0.006746144,1.149543,0.01499893,3,58.4,3.2964,205,392.46,46,10.2,195.2
19.399444,-99.07555,30299901,0.1587328,0.6349311,1.137585,0.3949302,6.746143,0.00798955,3,49.1,1.8532,157,97.23,36,3.9,144.4
19.400833,-99.1125,30201901,0.2380992,0.9523968,0.04761983,0.01190496,2.028605,0.02646869,3,34.9,1.804,112,86.1,33.7,4.7,147.6
19.404444,-99.11333,30203201,0.1795585,1.297799,0.02808935,0.02808935,0.03208942,0.0497786,5,40.2,1.2136,316,28.34,24.5,0.2,62
19.395579,-99.09644,30201801,0.5856152,2.439455,0.1158139,0.03106891,4.738782,0.07009108,3,44.4,1.9024,170,133.88,47.1,4.9,152.6
19.395579,-99.09644,30299901,0.4606552,3.329488,0.07206289,0.07206289,0.082325,0.1277064,4,39.3,1.8532,314,66.35,24.6,0.5,76.3
19.401666,-99.09694,30101401,0.03306933,0.1322773,0.006613866,0.001653466,0.2817507,5.987374,4,27.9,2.6896,127,81.25,14.3,4,138.9
19.398611,-99.08194,30801001,0.02380992,0.2619091,0.1579475,0.1028751,2.840999,0.007642984,4,29.3,0.6888,110,7.57,20.3,0.4,70
19.395579,-99.09644,33000101,0.134987,0.540155,0.02699461,0.006753166,1.149554,11.36448,4,36.6,2.9356,247,239.21,35.3,3.1,131
19.395579,-99.09644,33000101,0.1870401,1.351874,0.02925974,0.02925974,0.03342648,0.05185271,4,36.6,2.9356,247,239.21,35.3,3.1,131
19.409166,-99.06888,30799901,,,,,,7.287316,3,41,3.9032,145,323,27,14.3,211.2
19.4,-99.11111,30700701,,,,,,10.36165,3,48.2,3.4112,176,370.96,40.6,12.9,206.7
19.395579,-99.09644,36000101,,,,,,4.894261,3,39.9,2.0008,170,154.69,49.2,5.7,158.1
19.395579,-99.09644,30899901,,,,,,10.3798,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
19.395579,-99.09644,36000101,0.006412805,0.04634997,0.001003191,0.001003191,0.001146051,12.03724,3,39.9,2.0008,80.6,123.75,39.4,7.9,175.3
19.395579,-99.09644,36000101,,,,,,1.98416,3,39.9,2.0008,170,154.69,49.2,5.7,158.1
19.395579,-99.09644,36000101,,,0.2645546,0.2116437,,1.587328,3,39.9,2.0008,170,154.69,49.2,5.7,158.1
19.401944,-99.11027,36000101,,,,,,1.587328,3,39.9,2.0008,170,154.69,49.2,5.7,158.1
19.397222,-99.12777,36000101,,,,,,3.96832,3,39.9,2.0008,170,154.69,49.2,5.7,158.1
19.395579,-99.09644,30899901,,,,,,3.121745,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
19.395579,-99.09644,30899901,,,,,,1.962114,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
19.395579,-99.09644,30899901,,,,,,2.965657,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
19.395579,-99.09644,30899901,,,,,,2.601454,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
19.398611,-99.07527,30799901,,,,,,7.890238,3,41,3.9032,145,323,27,14.3,211.2
19.395579,-99.09644,30700801,,,,,,2.248714,3,47.4,2.8864,136,209.04,31.9,9.8,189.8
